user_id,sku_id,time,model_id,type,cate,brand
68603,24371,2016-02-01 21:01:24,,6,8,545
56804,75906,2016-02-01 00:08:14,,6,4,752
71332,141614,2016-02-01 10:19:02,,6,7,587
85421,106487,2016-02-01 06:27:21,,6,4,800
26185,6533,2016-02-01 13:00:46,,6,8,214
71332,141614,2016-02-01 10:18:35,,6,7,587
75484,37427,2016-02-01 12:43:20,,6,6,489
75484,37427,2016-02-01 12:43:19,,6,6,489
71332,141614,2016-02-01 10:18:34,,6,7,587
71332,141614,2016-02-01 10:18:59,,6,7,587
56804,75906,2016-02-01 00:10:48,,6,4,752
83044,46906,2016-02-01 11:53:21,,6,5,489
83044,46906,2016-02-01 11:53:20,,6,5,489
100899,106912,2016-02-01 21:11:45,,6,6,800
89642,153551,2016-02-01 23:16:49,,6,8,489
103391,37546,2016-02-01 21:30:43,,6,6,489
103391,37546,2016-02-01 21:30:43,,6,6,489
103391,37546,2016-02-01 21:30:43,,6,6,489
91933,20739,2016-02-01 18:47:52,,6,7,693
83084,46906,2016-02-01 08:25:39,,6,5,489
50743,125372,2016-02-01 22:12:44,,6,6,235
91933,20739,2016-02-01 18:48:03,,6,7,693
83084,46906,2016-02-01 08:44:17,,6,5,489
83084,46906,2016-02-01 08:25:38,,6,5,489
91933,20739,2016-02-01 18:47:52,,6,7,693
91933,20739,2016-02-01 18:47:56,,6,7,693
43823,132835,2016-02-01 21:31:34,,6,8,403
89642,153551,2016-02-01 23:16:49,,6,8,489
83084,46906,2016-02-01 08:37:27,,6,5,489
83084,46906,2016-02-01 08:37:27,,6,5,489
28360,37009,2016-02-01 00:52:21,,6,4,581
83084,46906,2016-02-01 11:28:58,,6,5,489
83084,107012,2016-02-01 08:10:09,,6,8,306
99744,151743,2016-02-01 13:57:39,,6,4,658
64328,140702,2016-02-01 00:28:58,,6,8,623
103391,37546,2016-02-01 21:30:44,,6,6,489
56801,130455,2016-02-01 08:01:18,,6,4,36
49557,24371,2016-02-01 20:55:27,,6,8,545
58675,158623,2016-02-01 22:34:05,,6,8,677
28360,37009,2016-02-01 09:03:04,,6,4,581
63562,153551,2016-02-01 21:39:54,,6,8,489
91933,20739,2016-02-01 18:48:05,,6,7,693
83084,46906,2016-02-01 08:44:18,,6,5,489
86537,5499,2016-02-01 22:08:13,,6,7,118
99744,151743,2016-02-01 13:51:29,,6,4,658
96856,65823,2016-02-01 11:15:03,,6,6,78
103391,37546,2016-02-01 21:28:49,,6,6,489
56801,130455,2016-02-01 08:01:20,,6,4,36
49557,24371,2016-02-01 20:55:27,,6,8,545
83084,46906,2016-02-01 11:28:57,,6,5,489
100899,106912,2016-02-01 21:11:45,,6,6,800
103391,37546,2016-02-01 21:28:26,,6,6,489
70126,33300,2016-02-01 19:08:18,,6,4,36
97996,170239,2016-02-01 08:56:04,,6,4,159
97996,170239,2016-02-01 08:56:05,,6,4,159
58675,158623,2016-02-01 22:27:26,,6,8,677
63562,153551,2016-02-01 21:39:54,,6,8,489
83177,149032,2016-02-01 08:50:31,,6,6,235
103391,37546,2016-02-01 21:30:41,,6,6,489
58675,158623,2016-02-01 22:34:04,,6,8,677
99744,151743,2016-02-01 13:51:08,,6,4,658
91534,125188,2016-02-01 14:28:57,,6,5,479
60547,128254,2016-02-01 10:22:36,,6,8,623
91534,125188,2016-02-01 14:28:57,,6,5,479
66899,86604,2016-02-01 09:51:49,,6,6,693
66899,86604,2016-02-01 09:51:49,,6,6,693
94649,98634,2016-02-01 13:26:05,,6,4,581
94649,98634,2016-02-01 13:26:06,,6,4,581
63674,44163,2016-02-01 22:41:56,,6,5,693
96856,65823,2016-02-01 11:18:42,,6,6,78
63674,44163,2016-02-01 22:38:17,,6,5,693
63674,44163,2016-02-01 22:35:32,,6,5,693
63674,44163,2016-02-01 22:36:27,,6,5,693
83177,149032,2016-02-01 08:50:31,,6,6,235
63674,44163,2016-02-01 22:36:29,,6,5,693
100977,60861,2016-02-01 08:45:34,,6,8,489
96856,65823,2016-02-01 11:15:12,,6,6,78
86537,69667,2016-02-01 22:07:32,,6,7,24
92813,107760,2016-02-01 20:32:42,,6,4,885
100977,60861,2016-02-01 08:45:36,,6,8,489
63674,135444,2016-02-01 22:26:42,,6,5,4
63674,135444,2016-02-01 22:26:41,,6,5,4
49587,106971,2016-02-01 17:30:52,,6,4,36
92813,107760,2016-02-01 20:32:43,,6,4,885
49587,64167,2016-02-01 15:18:54,,6,4,752
86537,69667,2016-02-01 22:07:33,,6,7,24
82399,98634,2016-02-01 08:03:33,,6,4,581
82399,98634,2016-02-01 08:03:31,,6,4,581
103391,37546,2016-02-01 21:30:41,,6,6,489
57883,98634,2016-02-01 05:21:17,,6,4,581
49587,106971,2016-02-01 17:30:52,,6,4,36
85421,4008,2016-02-01 06:24:06,,6,4,174
60547,128254,2016-02-01 10:22:54,,6,8,623
60547,128254,2016-02-01 10:22:31,,6,8,623
85421,4008,2016-02-01 06:23:30,,6,4,174
99744,151743,2016-02-01 13:57:12,,6,4,658
28360,37009,2016-02-01 00:55:37,,6,4,581
85421,4008,2016-02-01 06:23:46,,6,4,174
57883,98634,2016-02-01 05:21:17,,6,4,581
85421,4008,2016-02-01 06:23:19,,6,4,174
28360,37009,2016-02-01 00:49:41,,6,4,581
85421,4008,2016-02-01 06:24:06,,6,4,174
85421,4008,2016-02-01 06:22:56,,6,4,174
43823,132835,2016-02-01 21:31:51,,6,8,403
57883,98634,2016-02-01 05:21:31,,6,4,581
81732,68767,2016-02-01 16:03:07,,6,8,545
85421,4008,2016-02-01 06:23:58,,6,4,174
85421,4008,2016-02-01 06:22:56,,6,4,174
103391,37546,2016-02-01 21:30:40,,6,6,489
22694,98634,2016-02-01 10:10:25,,6,4,581
92470,122497,2016-02-01 20:51:51,,6,4,36
39290,49367,2016-02-01 20:35:24,,6,8,545
92470,122497,2016-02-01 20:51:50,,6,4,36
63801,22499,2016-02-01 16:42:08,,6,8,214
39290,49367,2016-02-01 20:35:03,,6,8,545
91933,20739,2016-02-01 18:47:56,,6,7,693
91933,20739,2016-02-01 18:48:28,,6,7,693
63801,22499,2016-02-01 16:42:07,,6,8,214
63674,44163,2016-02-01 22:36:27,,6,5,693
91103,158464,2016-02-01 00:03:54,,6,6,658
91933,20739,2016-02-01 18:48:03,,6,7,693
63674,44163,2016-02-01 22:36:30,,6,5,693
66488,45173,2016-02-01 20:15:58,,6,6,800
66488,45173,2016-02-01 20:15:58,,6,6,800
103391,37546,2016-02-01 21:30:40,,6,6,489
60037,144589,2016-02-01 13:02:58,,6,8,214
49587,64167,2016-02-01 15:18:54,,6,4,752
68603,24371,2016-02-01 21:12:08,,6,8,545
39290,49367,2016-02-01 20:35:38,,6,8,545
39290,49367,2016-02-01 20:37:13,,6,8,545
63674,44163,2016-02-01 22:36:27,,6,5,693
60037,144589,2016-02-01 13:02:58,,6,8,214
60037,144589,2016-02-01 13:03:07,,6,8,214
63674,44163,2016-02-01 22:41:57,,6,5,693
63674,44163,2016-02-01 22:38:18,,6,5,693
63136,78869,2016-02-01 12:47:47,,6,4,375
89737,117452,2016-02-01 23:09:06,,6,8,677
39290,49367,2016-02-01 20:35:03,,6,8,545
63674,44163,2016-02-01 22:35:33,,6,5,693
78453,125188,2016-02-01 00:46:47,,6,5,479
78453,125188,2016-02-01 00:46:47,,6,5,479
103391,37546,2016-02-01 21:30:43,,6,6,489
60547,128254,2016-02-01 10:22:33,,6,8,623
29010,90338,2016-02-01 18:50:04,,6,7,427
29010,90338,2016-02-01 18:50:02,,6,7,427
28360,37009,2016-02-01 00:50:00,,6,4,581
85421,106487,2016-02-01 06:25:10,,6,4,800
56801,137196,2016-02-01 07:41:15,,6,4,581
45897,125188,2016-02-01 16:57:17,,6,5,479
45897,125188,2016-02-01 16:56:55,,6,5,479
60037,144589,2016-02-01 13:12:17,,6,8,214
89737,117452,2016-02-01 23:09:05,,6,8,677
28360,37009,2016-02-01 00:50:12,,6,4,581
99744,151743,2016-02-01 13:54:42,,6,4,658
39290,49367,2016-02-01 20:37:10,,6,8,545
60037,144589,2016-02-01 13:03:13,,6,8,214
60037,144589,2016-02-01 13:12:15,,6,8,214
96017,68859,2016-02-01 22:19:40,,6,7,77
39290,49367,2016-02-01 20:37:16,,6,8,545
85421,106487,2016-02-01 06:30:45,,6,4,800
85421,106487,2016-02-01 06:25:10,,6,4,800
56801,137196,2016-02-01 07:36:06,,6,4,581
96017,68859,2016-02-01 22:19:40,,6,7,77
85421,106487,2016-02-01 06:29:04,,6,4,800
49557,24371,2016-02-01 20:51:02,,6,8,545
21468,139840,2016-02-01 15:09:57,,6,4,36
59324,135272,2016-02-01 17:45:59,,6,4,519
59324,135272,2016-02-01 17:46:37,,6,4,519
45897,125188,2016-02-01 16:57:27,,6,5,479
45897,125188,2016-02-01 17:03:24,,6,5,479
39290,49367,2016-02-01 20:37:10,,6,8,545
96017,68859,2016-02-01 22:19:31,,6,7,77
47316,153051,2016-02-01 20:32:37,,6,7,741
96017,68859,2016-02-01 22:18:57,,6,7,77
49587,146837,2016-02-01 18:28:08,,6,4,200
49587,146837,2016-02-01 18:28:09,,6,4,200
56801,137196,2016-02-01 07:38:58,,6,4,581
54163,65914,2016-02-01 19:20:04,,6,4,200
38419,165290,2016-02-01 22:38:35,,6,4,885
49557,37546,2016-02-01 20:27:26,,6,6,489
28360,37009,2016-02-01 00:54:24,,6,4,581
45897,125188,2016-02-01 16:56:19,,6,5,479
96017,68859,2016-02-01 22:19:30,,6,7,77
45897,125188,2016-02-01 16:56:19,,6,5,479
45897,125188,2016-02-01 16:57:17,,6,5,479
71332,134176,2016-02-01 22:56:59,,6,7,587
45897,125188,2016-02-01 16:55:55,,6,5,479
96017,68859,2016-02-01 22:18:57,,6,7,77
99744,151743,2016-02-01 13:50:29,,6,4,658
39290,49367,2016-02-01 20:36:44,,6,8,545
69804,98634,2016-02-01 15:52:14,,6,4,581
69804,98634,2016-02-01 15:51:10,,6,4,581
99744,151743,2016-02-01 13:54:21,,6,4,658
49557,24371,2016-02-01 20:51:39,,6,8,545
65514,126018,2016-02-01 17:33:46,,6,5,693
38419,165290,2016-02-01 22:38:35,,6,4,885
56925,157381,2016-02-01 00:57:25,,6,8,214
45897,125188,2016-02-01 16:55:55,,6,5,479
56925,157381,2016-02-01 00:57:08,,6,8,214
49557,37546,2016-02-01 20:29:04,,6,6,489
65514,126018,2016-02-01 17:33:45,,6,5,693
58488,151743,2016-02-01 18:40:21,,6,4,658
58488,151743,2016-02-01 18:40:22,,6,4,658
61274,14577,2016-02-01 14:56:10,,6,8,677
58488,151743,2016-02-01 18:40:07,,6,4,658
69804,98634,2016-02-01 15:51:10,,6,4,581
61274,14577,2016-02-01 14:55:35,,6,8,677
56801,137196,2016-02-01 07:38:34,,6,4,581
56925,157381,2016-02-01 00:57:09,,6,8,214
45897,125188,2016-02-01 16:56:54,,6,5,479
45897,125188,2016-02-01 16:59:19,,6,5,479
56801,137196,2016-02-01 07:41:16,,6,4,581
56925,157381,2016-02-01 00:57:45,,6,8,214
45897,125188,2016-02-01 16:59:19,,6,5,479
49557,37546,2016-02-01 20:30:12,,6,6,489
88739,61394,2016-02-01 02:09:41,,6,4,885
56925,157381,2016-02-01 00:56:57,,6,8,214
38419,165290,2016-02-01 22:38:37,,6,4,885
38419,165290,2016-02-01 22:39:11,,6,4,885
49557,37546,2016-02-01 20:27:40,,6,6,489
49557,37546,2016-02-01 20:27:14,,6,6,489
28360,37009,2016-02-01 00:54:24,,6,4,581
28360,37009,2016-02-01 09:05:08,,6,4,581
99744,151743,2016-02-01 13:54:36,,6,4,658
69804,98634,2016-02-01 16:07:13,,6,4,581
99744,151743,2016-02-01 13:54:13,,6,4,658
45897,125188,2016-02-01 17:04:34,,6,5,479
61274,14577,2016-02-01 14:55:48,,6,8,677
49557,24371,2016-02-01 20:51:22,,6,8,545
56801,137196,2016-02-01 07:41:16,,6,4,581
56801,137196,2016-02-01 07:50:55,,6,4,581
69804,98634,2016-02-01 16:07:13,,6,4,581
56801,137196,2016-02-01 07:42:28,,6,4,581
56925,157381,2016-02-01 00:57:05,,6,8,214
45897,125188,2016-02-01 17:04:34,,6,5,479
56925,157381,2016-02-01 00:57:02,,6,8,214
56801,137196,2016-02-01 07:42:28,,6,4,581
49557,128309,2016-02-01 20:46:45,,6,8,693
49557,128309,2016-02-01 20:46:36,,6,8,693
56925,157381,2016-02-01 00:58:44,,6,8,214
69804,98634,2016-02-01 15:52:14,,6,4,581
56925,157381,2016-02-01 00:57:19,,6,8,214
49557,128309,2016-02-01 20:46:58,,6,8,693
56925,157381,2016-02-01 00:57:52,,6,8,214
56925,157381,2016-02-01 00:57:11,,6,8,214
49557,37546,2016-02-01 20:27:45,,6,6,489
65813,62863,2016-02-01 13:06:27,,6,8,489
49557,128309,2016-02-01 20:47:19,,6,8,693
65813,62863,2016-02-01 13:06:28,,6,8,489
28360,37009,2016-02-01 09:03:34,,6,4,581
49557,128309,2016-02-01 20:47:06,,6,8,693
56801,137196,2016-02-01 07:53:01,,6,4,581
56925,157381,2016-02-01 00:56:40,,6,8,214
56925,157381,2016-02-01 00:57:28,,6,8,214
49557,37546,2016-02-01 20:27:00,,6,6,489
61274,14577,2016-02-01 14:55:37,,6,8,677
63136,78869,2016-02-01 12:47:56,,6,4,375
63136,78869,2016-02-01 12:47:53,,6,4,375
56925,157381,2016-02-01 00:57:38,,6,8,214
94050,165290,2016-02-01 15:49:58,,6,4,885
49557,37546,2016-02-01 20:27:07,,6,6,489
49557,128309,2016-02-01 20:47:25,,6,8,693
49557,128309,2016-02-01 20:46:38,,6,8,693
62798,84389,2016-02-01 09:41:49,,6,8,489
28360,37009,2016-02-01 00:55:56,,6,4,581
56801,137196,2016-02-01 07:38:45,,6,4,581
99744,151743,2016-02-01 13:51:58,,6,4,658
99744,151743,2016-02-01 13:50:30,,6,4,658
28360,37009,2016-02-01 00:50:19,,6,4,581
28360,37009,2016-02-01 00:54:07,,6,4,581
28360,37009,2016-02-01 00:54:07,,6,4,581
56801,137196,2016-02-01 07:36:08,,6,4,581
62798,84389,2016-02-01 09:41:29,,6,8,489
49557,128309,2016-02-01 20:46:45,,6,8,693
63674,35586,2016-02-01 22:21:50,,6,5,885
63674,35586,2016-02-01 22:21:50,,6,5,885
56801,137196,2016-02-01 07:39:30,,6,4,581
59061,153289,2016-02-01 13:17:11,,6,5,885
38673,119979,2016-02-01 11:08:08,,6,8,214
94050,165290,2016-02-01 15:49:59,,6,4,885
59687,65914,2016-02-01 13:50:33,,6,4,200
59061,153289,2016-02-01 13:18:01,,6,5,885
56925,157381,2016-02-01 00:58:50,,6,8,214
91103,158464,2016-02-01 00:03:54,,6,6,658
63136,78869,2016-02-01 12:47:47,,6,4,375
46744,77008,2016-02-01 20:49:57,,6,5,306
46744,77008,2016-02-01 20:52:33,,6,5,306
59061,153289,2016-02-01 13:17:09,,6,5,885
62847,65441,2016-02-01 08:14:44,,6,5,489
62798,84389,2016-02-01 09:41:28,,6,8,489
46744,77008,2016-02-01 20:49:49,,6,5,306
73145,50239,2016-02-01 01:00:50,,6,5,235
73145,50239,2016-02-01 01:00:51,,6,5,235
46744,77008,2016-02-01 20:52:33,,6,5,306
73145,151856,2016-02-01 00:22:30,,6,5,489
78510,63206,2016-02-01 19:45:34,,6,4,375
78510,63206,2016-02-01 19:46:21,,6,4,375
78510,63206,2016-02-01 19:46:22,,6,4,375
91103,158464,2016-02-01 00:03:27,,6,6,658
59687,65914,2016-02-01 13:50:35,,6,4,200
62847,65441,2016-02-01 08:14:44,,6,5,489
62847,65441,2016-02-01 08:29:36,,6,5,489
38673,119979,2016-02-01 11:07:50,,6,8,214
49587,57876,2016-02-01 17:11:56,,6,4,200
62847,65441,2016-02-01 08:29:38,,6,5,489
37935,119979,2016-02-01 16:34:44,,6,8,214
91103,158464,2016-02-01 00:03:27,,6,6,658
56801,137196,2016-02-01 07:50:54,,6,4,581
59687,65914,2016-02-01 13:50:33,,6,4,200
56801,137196,2016-02-01 07:39:02,,6,4,581
37935,119979,2016-02-01 16:34:33,,6,8,214
56801,137196,2016-02-01 07:37:48,,6,4,581
88047,74280,2016-02-01 15:14:55,,6,4,159
78510,63206,2016-02-01 19:45:36,,6,4,375
60404,19950,2016-02-01 01:27:04,,6,5,306
99744,151743,2016-02-01 13:51:52,,6,4,658
52706,63206,2016-02-01 16:02:06,,6,4,375
52706,63206,2016-02-01 16:02:04,,6,4,375
54163,63206,2016-02-01 19:17:56,,6,4,375
92173,66968,2016-02-01 09:47:23,,6,4,231
92173,66968,2016-02-01 09:47:20,,6,4,231
56801,137196,2016-02-01 07:39:30,,6,4,581
62798,84389,2016-02-01 09:42:11,,6,8,489
62798,84389,2016-02-01 09:42:12,,6,8,489
94649,63206,2016-02-01 10:50:35,,6,4,375
94649,63206,2016-02-01 10:50:36,,6,4,375
79582,63206,2016-02-01 20:18:02,,6,4,375
79582,63206,2016-02-01 20:18:01,,6,4,375
70045,63206,2016-02-01 20:39:24,,6,4,375
70045,63206,2016-02-01 20:39:24,,6,4,375
61464,152366,2016-02-01 10:26:57,,6,5,78
61464,152366,2016-02-01 10:26:57,,6,5,78
99744,151743,2016-02-01 13:55:04,,6,4,658
61464,152366,2016-02-01 10:27:57,,6,5,78
92173,66968,2016-02-01 09:46:09,,6,4,231
96439,63206,2016-02-01 01:57:56,,6,4,375
49557,37546,2016-02-01 20:27:03,,6,6,489
100977,62863,2016-02-01 08:49:10,,6,8,489
100977,62863,2016-02-01 08:49:12,,6,8,489
94050,165290,2016-02-01 11:35:33,,6,4,885
37935,119979,2016-02-01 16:34:13,,6,8,214
88047,74280,2016-02-01 15:14:55,,6,4,159
99744,151743,2016-02-01 13:50:59,,6,4,658
37935,119979,2016-02-01 16:34:19,,6,8,214
94050,165290,2016-02-01 15:21:14,,6,4,885
50158,38741,2016-02-01 10:31:43,,6,5,489
50158,38741,2016-02-01 10:31:43,,6,5,489
9222,74280,2016-02-01 15:57:48,,6,4,159
9222,74280,2016-02-01 15:57:48,,6,4,159
49557,24371,2016-02-01 20:51:22,,6,8,545
92173,66968,2016-02-01 09:47:03,,6,4,231
49587,57876,2016-02-01 17:11:56,,6,4,200
49557,23823,2016-02-01 20:01:15,,6,6,235
94050,165290,2016-02-01 15:51:13,,6,4,885
56801,137196,2016-02-01 07:39:01,,6,4,581
97603,10098,2016-02-01 02:58:50,,6,7,157
56801,137196,2016-02-01 07:39:29,,6,4,581
46459,76778,2016-02-01 14:54:32,,6,7,800
46459,76778,2016-02-01 14:54:34,,6,7,800
46459,76778,2016-02-01 14:54:25,,6,7,800
56801,137196,2016-02-01 07:42:56,,6,4,581
92173,66968,2016-02-01 09:47:26,,6,4,231
96439,63206,2016-02-01 01:57:56,,6,4,375
92173,66968,2016-02-01 09:46:08,,6,4,231
49557,23823,2016-02-01 20:02:25,,6,6,235
83985,25003,2016-02-01 15:07:03,,6,5,489
56801,137196,2016-02-01 07:42:54,,6,4,581
92173,66968,2016-02-01 09:46:57,,6,4,231
73145,151856,2016-02-01 00:25:40,,6,5,489
94050,165290,2016-02-01 15:21:16,,6,4,885
83985,25003,2016-02-01 15:06:45,,6,5,489
46459,76778,2016-02-01 14:54:33,,6,7,800
73145,151856,2016-02-01 00:23:42,,6,5,489
37935,119979,2016-02-01 16:34:13,,6,8,214
37935,119979,2016-02-01 16:34:31,,6,8,214
83985,25003,2016-02-01 15:07:49,,6,5,489
100977,62863,2016-02-01 08:49:15,,6,8,489
96439,63206,2016-02-01 01:58:09,,6,4,375
30511,86604,2016-02-01 08:18:36,,6,6,693
83985,25003,2016-02-01 15:06:45,,6,5,489
74042,7818,2016-02-01 19:40:40,,6,4,800
49557,23823,2016-02-01 20:00:30,,6,6,235
91103,139648,2016-02-01 00:14:48,,6,6,489
73145,151856,2016-02-01 00:26:28,,6,5,489
30511,86604,2016-02-01 08:18:37,,6,6,693
37935,119979,2016-02-01 16:34:36,,6,8,214
94050,165290,2016-02-01 15:51:11,,6,4,885
58675,151327,2016-02-01 22:08:57,,6,8,403
73145,151856,2016-02-01 00:26:28,,6,5,489
38242,63206,2016-02-01 15:18:27,,6,4,375
99744,151743,2016-02-01 13:57:40,,6,4,658
83084,109087,2016-02-01 08:19:03,,6,8,800
37935,119979,2016-02-01 16:34:27,,6,8,214
91534,77008,2016-02-01 14:01:26,,6,5,306
38242,63206,2016-02-01 15:18:37,,6,4,375
91534,77008,2016-02-01 14:02:59,,6,5,306
91103,139648,2016-02-01 00:14:42,,6,6,489
58675,151327,2016-02-01 22:08:57,,6,8,403
91534,77008,2016-02-01 14:01:26,,6,5,306
77133,66968,2016-02-01 14:34:55,,6,4,231
38673,119979,2016-02-01 11:07:51,,6,8,214
73145,151856,2016-02-01 00:25:41,,6,5,489
142,64151,2016-02-01 00:53:47,,6,5,306
94050,165290,2016-02-01 15:51:04,,6,4,885
142,64151,2016-02-01 00:53:45,,6,5,306
59324,135272,2016-02-01 17:45:58,,6,4,519
60037,132835,2016-02-01 09:12:07,,6,8,403
49557,24371,2016-02-01 20:52:10,,6,8,545
73145,151856,2016-02-01 00:23:44,,6,5,489
99744,151743,2016-02-01 13:51:52,,6,4,658
97603,10098,2016-02-01 02:59:18,,6,7,157
60037,132835,2016-02-01 09:12:08,,6,8,403
94050,165290,2016-02-01 15:51:08,,6,4,885
304,90230,2016-02-01 23:53:42,,6,8,214
83084,109087,2016-02-01 08:19:15,,6,8,800
83985,25003,2016-02-01 15:07:30,,6,5,489
38242,63206,2016-02-01 15:18:52,,6,4,375
37764,132835,2016-02-01 10:13:44,,6,8,403
99744,151743,2016-02-01 13:57:40,,6,4,658
94050,165290,2016-02-01 11:35:32,,6,4,885
60404,64151,2016-02-01 01:21:39,,6,5,306
73145,151856,2016-02-01 00:22:30,,6,5,489
83985,25003,2016-02-01 15:07:32,,6,5,489
91103,139648,2016-02-01 00:14:48,,6,6,489
83084,109087,2016-02-01 08:19:02,,6,8,800
83985,25003,2016-02-01 15:07:03,,6,5,489
38242,63206,2016-02-01 15:18:52,,6,4,375
60404,64151,2016-02-01 01:21:36,,6,5,306
85421,106487,2016-02-01 06:29:31,,6,4,800
37764,132835,2016-02-01 10:12:28,,6,8,403
38242,63206,2016-02-01 15:18:43,,6,4,375
94050,165290,2016-02-01 15:50:53,,6,4,885
20708,149223,2016-02-01 01:31:15,,6,8,658
83985,25003,2016-02-01 15:07:48,,6,5,489
60404,64151,2016-02-01 01:21:05,,6,5,306
38242,63206,2016-02-01 15:18:47,,6,4,375
97336,61394,2016-02-01 21:34:23,,6,4,885
37764,132835,2016-02-01 10:13:44,,6,8,403
38242,63206,2016-02-01 15:18:27,,6,4,375
59324,135272,2016-02-01 17:37:57,,6,4,519
30511,86604,2016-02-01 08:18:37,,6,6,693
91103,139648,2016-02-01 00:15:45,,6,6,489
99744,151743,2016-02-01 13:55:17,,6,4,658
37764,132835,2016-02-01 10:12:29,,6,8,403
47316,153051,2016-02-01 20:31:11,,6,7,741
48889,63206,2016-02-01 20:40:47,,6,4,375
60404,64151,2016-02-01 01:21:02,,6,5,306
22694,127863,2016-02-01 10:11:10,,6,4,581
94050,165290,2016-02-01 15:51:38,,6,4,885
63219,132835,2016-02-01 09:34:57,,6,8,403
34300,66968,2016-02-01 15:20:49,,6,4,231
63219,132835,2016-02-01 09:34:57,,6,8,403
102298,47193,2016-02-01 22:46:06,,6,8,403
62847,25003,2016-02-01 08:23:57,,6,5,489
97603,63206,2016-02-01 06:33:44,,6,4,375
91103,139648,2016-02-01 00:14:49,,6,6,489
91103,139648,2016-02-01 00:16:19,,6,6,489
48889,63206,2016-02-01 20:40:47,,6,4,375
54930,63206,2016-02-01 12:50:04,,6,4,375
54930,63206,2016-02-01 12:50:16,,6,4,375
91103,139648,2016-02-01 00:14:07,,6,6,489
91103,139648,2016-02-01 00:14:07,,6,6,489
68603,24371,2016-02-01 21:16:28,,6,8,545
54930,63206,2016-02-01 12:49:33,,6,4,375
91103,139648,2016-02-01 00:16:19,,6,6,489
94649,124172,2016-02-01 07:38:02,,6,4,427
54930,63206,2016-02-01 12:49:26,,6,4,375
85004,136919,2016-02-01 16:38:32,,6,4,581
91103,139648,2016-02-01 00:14:58,,6,6,489
34300,66968,2016-02-01 15:20:42,,6,4,231
82310,17602,2016-02-01 19:29:41,,6,8,214
304,90230,2016-02-01 23:53:43,,6,8,214
83084,88764,2016-02-01 08:54:52,,6,5,306
47316,153051,2016-02-01 20:33:10,,6,7,741
91103,139648,2016-02-01 00:14:58,,6,6,489
54930,63206,2016-02-01 12:49:58,,6,4,375
77133,66968,2016-02-01 14:28:12,,6,4,231
