dt,sku_id,comment_num,has_bad_comment,bad_comment_rate
2016-02-01,159758,3,0,0.0
2016-02-01,139559,4,1,0.068
2016-02-01,108979,1,1,1.0
2016-02-01,46493,2,0,0.0
2016-02-01,169883,0,0,0.0
2016-02-01,61309,2,1,0.3333
2016-02-01,27029,2,0,0.0
2016-02-01,124619,3,1,0.0444
2016-02-01,16416,2,1,0.1429
2016-02-01,128872,1,0,0.0
2016-02-01,134848,1,0,0.0
2016-02-01,2143,4,1,0.0825
2016-02-01,92060,0,0,0.0
2016-02-01,126843,2,0,0.0
2016-02-01,116657,2,0,0.0
2016-02-01,140219,4,1,0.0593
2016-02-01,36825,2,0,0.0
2016-02-01,128025,1,0,0.0
2016-02-01,131651,2,1,0.5
2016-02-01,111763,1,1,1.0
2016-02-01,132375,0,0,0.0
2016-02-01,15392,3,0,0.0
2016-02-01,36,3,0,0.0
2016-02-01,41542,2,1,0.125
2016-02-01,61124,3,0,0.0
2016-02-01,90943,1,0,0.0
2016-02-01,124384,4,0,0.0
2016-02-01,130921,2,0,0.0
2016-02-01,109213,1,0,0.0
2016-02-01,86963,0,0,0.0
2016-02-01,125006,0,0,0.0
2016-02-01,184,4,1,0.055
2016-02-01,76330,1,1,1.0
2016-02-01,104805,3,1,0.0357
2016-02-01,38409,3,1,0.0606
2016-02-01,18767,2,0,0.0
2016-02-01,41535,4,0,0.0
2016-02-01,53566,4,0,0.0
2016-02-01,53688,1,0,0.0
2016-02-01,5360,2,0,0.0
2016-02-01,36398,0,0,0.0
2016-02-01,45227,2,0,0.0
2016-02-01,61517,2,0,0.0
2016-02-01,134269,2,0,0.0
2016-02-01,45998,0,0,0.0
2016-02-01,67890,2,1,0.125
2016-02-01,84052,3,1,0.125
2016-02-01,141694,0,0,0.0
2016-02-01,111681,4,1,0.0575
2016-02-01,152912,3,1,0.04
2016-02-01,83756,2,0,0.0
2016-02-01,169547,1,0,0.0
2016-02-01,90798,2,0,0.0
2016-02-01,69788,2,0,0.0
2016-02-01,35537,2,0,0.0
2016-02-01,122871,4,1,0.0842
2016-02-01,146691,4,1,0.0741
2016-02-01,101141,4,1,0.0498
2016-02-01,39654,3,1,0.0667
2016-02-01,20971,0,0,0.0
2016-02-01,120681,2,0,0.0
2016-02-01,48296,4,1,0.0926
2016-02-01,75807,3,1,0.2727
2016-02-01,2432,0,0,0.0
2016-02-01,58930,4,1,0.0602
2016-02-01,107334,3,1,0.15
2016-02-01,13891,3,1,0.0909
2016-02-01,23296,3,1,0.1042
2016-02-01,106018,3,0,0.0
2016-02-01,99696,2,0,0.0
2016-02-01,89709,2,0,0.0
2016-02-01,37653,1,0,0.0
2016-02-01,37207,3,1,0.0444
2016-02-01,126598,2,0,0.0
2016-02-01,77269,2,1,0.25
2016-02-01,109475,1,1,1.0
2016-02-01,85986,0,0,0.0
2016-02-01,30200,3,1,0.0526
2016-02-01,121793,3,1,0.05
2016-02-01,115784,3,1,0.05
2016-02-01,25099,1,0,0.0
2016-02-01,55805,0,0,0.0
2016-02-01,124103,2,1,0.1429
2016-02-01,99629,1,0,0.0
2016-02-01,130340,3,1,0.0222
2016-02-01,170319,3,0,0.0
2016-02-01,65832,2,0,0.0
2016-02-01,120542,3,0,0.0
2016-02-01,22918,4,0,0.0
2016-02-01,67662,1,0,0.0
2016-02-01,101099,1,0,0.0
2016-02-01,61850,0,0,0.0
2016-02-01,70707,2,0,0.0
2016-02-01,59828,2,0,0.0
2016-02-01,125783,1,0,0.0
2016-02-01,55137,1,0,0.0
2016-02-01,108299,2,0,0.0
2016-02-01,23598,1,0,0.0
2016-02-01,163492,1,0,0.0
2016-02-01,99366,1,0,0.0
2016-02-01,116510,4,1,0.0012
2016-02-01,125496,1,0,0.0
2016-02-01,88783,4,1,0.048
2016-02-01,41899,0,0,0.0
2016-02-01,141012,2,0,0.0
2016-02-01,71848,3,1,0.1053
2016-02-01,26758,2,0,0.0
2016-02-01,135762,3,1,0.0455
2016-02-01,7656,2,0,0.0
2016-02-01,8034,0,0,0.0
2016-02-01,6978,2,0,0.0
2016-02-01,32692,4,1,0.0405
2016-02-01,144372,1,0,0.0
2016-02-01,1984,4,1,0.0228
2016-02-01,148161,1,0,0.0
2016-02-01,42018,1,0,0.0
2016-02-01,57740,1,0,0.0
2016-02-01,73086,3,1,0.087
2016-02-01,93553,4,1,0.0646
2016-02-01,49092,4,1,0.1008
2016-02-01,120757,4,1,0.0517
2016-02-01,59268,2,0,0.0
2016-02-01,45098,0,0,0.0
2016-02-01,156589,0,0,0.0
2016-02-01,25807,2,1,0.25
2016-02-01,15579,4,0,0.0
2016-02-01,62077,3,0,0.0
2016-02-01,146296,1,0,0.0
2016-02-01,42582,0,0,0.0
2016-02-01,55247,4,1,0.0316
2016-02-01,116792,0,0,0.0
2016-02-01,138638,0,0,0.0
2016-02-01,34084,2,0,0.0
2016-02-01,139255,3,0,0.0
2016-02-01,102246,1,0,0.0
2016-02-01,3149,4,1,0.0305
2016-02-01,157303,2,1,0.25
2016-02-01,46429,4,1,0.0324
2016-02-01,127414,2,0,0.0
2016-02-01,128874,4,0,0.0
2016-02-01,113732,4,1,0.0088
2016-02-01,114606,2,0,0.0
2016-02-01,68367,1,0,0.0
2016-02-01,79015,2,0,0.0
2016-02-01,147061,3,1,0.0667
2016-02-01,22197,2,0,0.0
2016-02-01,149976,1,0,0.0
2016-02-01,13940,1,1,1.0
2016-02-01,70913,0,0,0.0
2016-02-01,141374,1,0,0.0
2016-02-01,161018,2,1,0.1667
2016-02-01,23803,2,0,0.0
2016-02-01,107823,1,0,0.0
2016-02-01,105166,1,0,0.0
2016-02-01,96204,3,1,0.1622
2016-02-01,43783,1,0,0.0
2016-02-01,66126,1,0,0.0
2016-02-01,160484,1,0,0.0
2016-02-01,80723,1,0,0.0
2016-02-01,64481,2,1,0.1111
2016-02-01,81670,1,0,0.0
2016-02-01,32012,4,1,0.1182
2016-02-01,82437,4,1,0.0227
2016-02-01,39130,0,0,0.0
2016-02-01,103257,2,0,0.0
2016-02-01,32071,2,0,0.0
2016-02-01,56026,4,0,0.0
2016-02-01,47113,4,0,0.0
2016-02-01,164256,3,0,0.0
2016-02-01,165757,2,0,0.0
2016-02-01,123466,1,0,0.0
2016-02-01,92418,2,0,0.0
2016-02-01,66375,2,0,0.0
2016-02-01,133329,2,1,0.2
2016-02-01,142005,2,0,0.0
2016-02-01,105343,1,0,0.0
2016-02-01,43066,2,0,0.0
2016-02-01,93244,1,0,0.0
2016-02-01,23728,2,0,0.0
2016-02-01,124239,2,1,0.1667
2016-02-01,61779,0,0,0.0
2016-02-01,102213,3,0,0.0
2016-02-01,162649,1,0,0.0
2016-02-01,51542,1,0,0.0
2016-02-01,74681,2,0,0.0
2016-02-01,19598,2,0,0.0
2016-02-01,139576,4,1,0.0145
2016-02-01,98903,2,0,0.0
2016-02-01,11342,2,0,0.0
2016-02-01,62403,0,0,0.0
2016-02-01,43617,0,0,0.0
2016-02-01,169283,3,0,0.0
2016-02-01,150182,3,1,0.0741
2016-02-01,128117,2,0,0.0
2016-02-01,90031,4,1,0.0882
2016-02-01,22898,4,1,0.0558
2016-02-01,113310,1,0,0.0
2016-02-01,93191,2,0,0.0
2016-02-01,120170,1,0,0.0
2016-02-01,10149,1,0,0.0
2016-02-01,76608,0,0,0.0
2016-02-01,128936,1,1,1.0
2016-02-01,90363,2,0,0.0
2016-02-01,67520,1,0,0.0
2016-02-01,84873,2,0,0.0
2016-02-01,77762,0,0,0.0
2016-02-01,70717,2,0,0.0
2016-02-01,8348,3,0,0.0
2016-02-01,63356,4,0,0.0
2016-02-01,154986,2,0,0.0
2016-02-01,45371,2,0,0.0
2016-02-01,73749,2,0,0.0
2016-02-01,150015,2,0,0.0
2016-02-01,70585,2,0,0.0
2016-02-01,34739,4,1,0.037
2016-02-01,166880,3,0,0.0
2016-02-01,32492,4,1,0.0765
2016-02-01,100973,2,0,0.0
2016-02-01,40597,3,1,0.1818
2016-02-01,63793,3,1,0.2308
2016-02-01,126484,1,0,0.0
2016-02-01,62663,1,0,0.0
2016-02-01,165268,2,1,0.2
2016-02-01,163800,2,0,0.0
2016-02-01,71063,4,1,0.0667
2016-02-01,101499,1,0,0.0
2016-02-01,59605,2,1,0.1111
2016-02-01,47953,4,1,0.07
2016-02-01,56810,4,1,0.0577
2016-02-01,96796,4,1,0.0403
2016-02-01,151334,1,0,0.0
2016-02-01,90917,4,1,0.0539
2016-02-01,112776,4,1,0.0634
2016-02-01,147554,3,1,0.0227
2016-02-01,19119,4,1,0.029
2016-02-01,145370,4,1,0.0909
2016-02-01,163623,1,0,0.0
2016-02-01,101469,1,0,0.0
2016-02-01,170986,1,0,0.0
2016-02-01,69665,1,0,0.0
2016-02-01,6042,2,1,0.1429
2016-02-01,74211,1,0,0.0
2016-02-01,144012,0,0,0.0
2016-02-01,38158,0,0,0.0
2016-02-01,30917,1,0,0.0
2016-02-01,30713,1,0,0.0
2016-02-01,58027,0,0,0.0
2016-02-01,65709,2,1,0.3333
2016-02-01,26574,1,0,0.0
2016-02-01,12328,0,0,0.0
2016-02-01,101218,2,0,0.0
2016-02-01,132868,4,1,0.0164
2016-02-01,55598,2,0,0.0
2016-02-01,132513,4,0,0.0
2016-02-01,133182,2,0,0.0
2016-02-01,985,2,1,0.3333
2016-02-01,55803,2,0,0.0
2016-02-01,29569,2,0,0.0
2016-02-01,134458,2,0,0.0
2016-02-01,56365,2,1,0.2
2016-02-01,168962,4,1,0.0814
2016-02-01,11453,2,0,0.0
2016-02-01,123158,2,0,0.0
2016-02-01,11429,2,1,1.0
2016-02-01,55690,2,1,0.4286
2016-02-01,60497,0,0,0.0
2016-02-01,67942,2,0,0.0
2016-02-01,67287,3,1,0.0625
2016-02-01,36549,1,0,0.0
2016-02-01,9198,0,0,0.0
2016-02-01,100258,2,0,0.0
2016-02-01,92766,4,1,0.0364
2016-02-01,2853,3,0,0.0
2016-02-01,124462,2,0,0.0
2016-02-01,139603,0,0,0.0
2016-02-01,134389,4,1,0.0057
2016-02-01,11741,1,0,0.0
2016-02-01,17324,0,0,0.0
2016-02-01,96401,0,0,0.0
2016-02-01,148103,1,0,0.0
2016-02-01,48319,1,0,0.0
2016-02-01,117418,0,0,0.0
2016-02-01,99631,4,1,0.0339
2016-02-01,80242,2,0,0.0
2016-02-01,121378,2,0,0.0
2016-02-01,32285,4,1,0.0606
2016-02-01,39814,3,1,0.0286
2016-02-01,22479,3,0,0.0
2016-02-01,69443,4,1,0.0385
2016-02-01,44297,2,0,0.0
2016-02-01,166901,1,0,0.0
2016-02-01,37963,2,0,0.0
2016-02-01,121524,4,1,0.0231
2016-02-01,38530,4,0,0.0
2016-02-01,118349,4,1,0.0034
2016-02-01,4627,3,0,0.0
2016-02-01,127773,2,1,0.1667
2016-02-01,95756,2,0,0.0
2016-02-01,92174,0,0,0.0
2016-02-01,138922,0,0,0.0
2016-02-01,104249,2,1,0.3333
2016-02-01,70326,1,0,0.0
2016-02-01,111076,2,1,0.5
2016-02-01,108963,1,1,1.0
2016-02-01,130325,1,0,0.0
2016-02-01,141974,1,1,1.0
2016-02-01,79949,2,0,0.0
2016-02-01,121229,2,0,0.0
2016-02-01,152247,2,1,0.3333
2016-02-01,62715,2,0,0.0
2016-02-01,135570,2,1,0.25
2016-02-01,147064,2,0,0.0
2016-02-01,99598,3,0,0.0
2016-02-01,51871,2,0,0.0
2016-02-01,85522,2,0,0.0
2016-02-01,73468,1,0,0.0
2016-02-01,115202,1,0,0.0
2016-02-01,4758,2,0,0.0
2016-02-01,768,1,0,0.0
2016-02-01,16961,4,1,0.0121
2016-02-01,79606,3,1,0.0769
2016-02-01,107564,3,0,0.0
2016-02-01,3869,3,1,0.0476
2016-02-01,47097,2,0,0.0
2016-02-01,140739,2,0,0.0
2016-02-01,93870,2,0,0.0
2016-02-01,15598,4,1,0.0563
2016-02-01,53653,2,1,0.2222
2016-02-01,26221,0,0,0.0
2016-02-01,82350,1,0,0.0
2016-02-01,131381,1,0,0.0
2016-02-01,103071,2,0,0.0
2016-02-01,140032,0,0,0.0
2016-02-01,157373,2,0,0.0
2016-02-01,7463,1,0,0.0
2016-02-01,84412,2,0,0.0
2016-02-01,65309,0,0,0.0
2016-02-01,36672,0,0,0.0
2016-02-01,43413,0,0,0.0
2016-02-01,14260,1,0,0.0
2016-02-01,155759,1,0,0.0
2016-02-01,45574,1,0,0.0
2016-02-01,88675,3,1,0.0667
2016-02-01,28920,1,0,0.0
2016-02-01,167161,3,1,0.0714
2016-02-01,126837,1,0,0.0
2016-02-01,43700,2,0,0.0
2016-02-01,28074,1,0,0.0
2016-02-01,4885,3,0,0.0
2016-02-01,5887,2,0,0.0
2016-02-01,143637,2,0,0.0
2016-02-01,99446,0,0,0.0
2016-02-01,62056,3,1,0.0333
2016-02-01,90690,2,0,0.0
2016-02-01,72339,2,0,0.0
2016-02-01,41474,3,0,0.0
2016-02-01,118031,2,0,0.0
2016-02-01,45157,0,0,0.0
2016-02-01,148098,2,0,0.0
2016-02-01,18998,0,0,0.0
2016-02-01,164550,2,0,0.0
2016-02-01,147576,1,0,0.0
2016-02-01,68175,3,0,0.0
2016-02-01,62895,3,0,0.0
2016-02-01,149663,4,1,0.0055
2016-02-01,141187,0,0,0.0
2016-02-01,19898,2,0,0.0
2016-02-01,78321,2,1,0.5
2016-02-01,73566,2,0,0.0
2016-02-01,47671,2,0,0.0
2016-02-01,169076,3,0,0.0
2016-02-01,157170,2,0,0.0
2016-02-01,104512,2,0,0.0
2016-02-01,111550,1,0,0.0
2016-02-01,156561,1,0,0.0
2016-02-01,24907,2,1,0.25
2016-02-01,123539,2,0,0.0
2016-02-01,86244,0,0,0.0
2016-02-01,17473,3,1,0.1111
2016-02-01,122561,0,0,0.0
2016-02-01,106890,2,1,0.5
2016-02-01,162402,0,0,0.0
2016-02-01,27896,3,0,0.0
2016-02-01,160805,0,0,0.0
2016-02-01,157469,0,0,0.0
2016-02-01,132446,3,0,0.0
2016-02-01,89693,1,0,0.0
2016-02-01,122674,2,1,0.5
2016-02-01,44697,3,0,0.0
2016-02-01,140278,1,0,0.0
2016-02-01,114260,1,0,0.0
2016-02-01,593,0,0,0.0
2016-02-01,74292,3,1,0.1667
2016-02-01,127974,1,0,0.0
2016-02-01,132179,2,0,0.0
2016-02-01,51839,2,1,0.2222
2016-02-01,21067,2,0,0.0
2016-02-01,134857,2,0,0.0
2016-02-01,127643,0,0,0.0
2016-02-01,21063,4,1,0.06
2016-02-01,109660,2,0,0.0
2016-02-01,91515,3,1,0.0385
2016-02-01,65368,1,0,0.0
2016-02-01,41621,0,0,0.0
2016-02-01,677,2,0,0.0
2016-02-01,89862,2,0,0.0
2016-02-01,120841,2,0,0.0
2016-02-01,97913,3,0,0.0
2016-02-01,92722,2,0,0.0
2016-02-01,5913,4,1,0.0307
2016-02-01,17233,3,0,0.0
2016-02-01,122598,3,0,0.0
2016-02-01,93794,2,0,0.0
2016-02-01,121434,1,0,0.0
2016-02-01,157916,3,0,0.0
2016-02-01,56650,3,1,0.2308
2016-02-01,2665,3,1,0.1333
2016-02-01,121870,2,0,0.0
2016-02-01,151634,4,1,0.0714
2016-02-01,69669,4,1,0.0635
2016-02-01,158493,4,0,0.0
2016-02-01,74825,4,1,0.0718
2016-02-01,32379,0,0,0.0
2016-02-01,102005,0,0,0.0
2016-02-01,106880,3,1,0.0667
2016-02-01,34634,2,1,0.25
2016-02-01,6073,0,0,0.0
2016-02-01,126561,2,0,0.0
2016-02-01,103729,1,0,0.0
2016-02-01,98604,0,0,0.0
2016-02-01,69058,4,1,0.0068
2016-02-01,130166,2,0,0.0
2016-02-01,128638,4,0,0.0
2016-02-01,41856,3,1,0.1034
2016-02-01,98717,1,0,0.0
2016-02-01,118680,4,1,0.1065
2016-02-01,164688,1,0,0.0
2016-02-01,113134,1,0,0.0
2016-02-01,141139,1,0,0.0
2016-02-01,124153,3,0,0.0
2016-02-01,90124,3,1,0.0313
2016-02-01,164467,2,0,0.0
2016-02-01,38586,1,0,0.0
2016-02-01,38355,1,0,0.0
2016-02-01,136697,2,0,0.0
2016-02-01,160591,3,1,0.0625
2016-02-01,167006,1,0,0.0
2016-02-01,78455,3,1,0.0714
2016-02-01,60998,4,1,0.0485
2016-02-01,114573,1,0,0.0
2016-02-01,96713,2,0,0.0
2016-02-01,44535,3,1,0.1538
2016-02-01,34715,1,0,0.0
2016-02-01,69554,2,0,0.0
2016-02-01,89285,2,1,0.1667
2016-02-01,120100,3,1,0.1429
2016-02-01,111925,4,0,0.0
2016-02-01,62802,1,0,0.0
2016-02-01,37414,2,1,0.3333
2016-02-01,46256,3,0,0.0
2016-02-01,26043,2,1,0.3333
2016-02-01,23130,3,0,0.0
2016-02-01,164371,3,1,0.1538
2016-02-01,36601,4,1,0.0905
2016-02-01,157729,3,1,0.1111
2016-02-01,131594,1,0,0.0
